,date,Applicances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,d_date,time
11,2016-01-22 04:50:00,,0,19.06666667,37.5,18.03333333,37.32666667,19.2,40.09,16.53333333,38.2,16.79,46.46111111,-1.845,94.345,16.39,32.78,18.84,46.745,16.0,42.5,-1.13,764.1,87.0,3.0,62.0,-3.03,2016-01-22,04:50:00
12,2016-01-22 16:30:00,,0,18.2,39.16333333,17.2,39.66333333,18.32333333,39.43333333,16.05,39.045,16.06666667,47.78611111,4.03,98.15666667,16.18888889,34.10444444,17.61111111,42.06722222,15.69,39.29,3.0,760.45,90.5,5.5,55.5,1.6,2016-01-22,16:30:00
13,2016-01-22 19:50:00,,0,17.89,40.4,16.85666667,40.96666667,18.2,39.86333333,15.8,40.0,15.89,48.2,3.79,99.5,16.0,35.29611111,17.29,43.2,15.53333333,40.0,3.68,761.0166667000001,96.66666667,6.833333333,40.16666667,3.15,2016-01-22,19:50:00
14,2016-01-23 04:30:00,,0,17.29,42.7,16.39,42.86333333,17.76,40.9,15.39,42.09,15.6,48.79,5.5,99.9,15.79388889,37.555,16.725,45.4,15.19,41.9,5.05,766.1,99.5,3.5,7.0,5.0,2016-01-23,04:30:00
15,2016-01-23 04:50:00,,0,17.29,42.76,16.39,42.96666667,17.76,40.93333333,15.39,42.09,15.6,48.79,5.6566666670000005,99.9,15.77555556,37.63277778,16.7,45.46666667,15.19,41.96666667,5.08,766.2333332999999,99.83333333,3.833333333,9.666666667000001,5.07,2016-01-23,04:50:00
16,2016-01-23 07:50:00,,0,17.2,43.32666667,16.29,43.7,17.6,41.5,15.3,42.9,15.5,49.09,6.0933333329999995,99.9,15.69,38.5,16.58333333,46.37555556,15.1,42.9,5.65,767.7333332999999,99.0,3.166666667,42.33333333,5.53,2016-01-23,07:50:00
17,2016-01-24 00:30:00,,0,18.92666667,41.86333333,18.39,41.29,18.2,43.7,15.89,47.43333333,15.445,51.065,5.5,99.9,15.59444444,40.09,19.49388889,51.63611111,15.16,46.86333333,5.2,769.55,92.0,4.5,23.5,4.0,2016-01-24,00:30:00
18,2016-01-24 00:40:00,,0,18.89,41.9,18.35666667,41.4,18.2,43.7,15.89,47.4,15.43888889,51.04,5.5,99.9,15.56666667,40.045,19.42666667,51.68166667,15.19,47.0,5.23,769.5333333,92.0,4.333333333,23.66666667,4.03,2016-01-24,00:40:00
19,2016-01-25 04:40:00,,0,20.5,42.7,19.5,43.0,20.6,44.9,17.7,47.2,17.7,55.93888889,7.3666666670000005,99.9,16.29,43.705,18.0,49.98888889,16.5,51.09,7.8,765.3333332999999,96.0,3.0,62.0,7.17,2016-01-25,04:40:00
20,2016-01-25 09:10:00,,0,19.85666667,43.9,18.89,44.2,20.2,44.23,17.39,46.76,17.89,49.82666667,6.59,99.9,16.29,43.09,17.7,49.5,16.42666667,49.5,7.57,763.9333333,91.66666667,3.0,29.16666667,6.32,2016-01-25,09:10:00
21,2016-01-26 11:30:00,,0,19.89,45.4,19.2,45.0,20.5,44.29,19.2,46.43333333,17.5,53.0,10.53333333,99.9,17.5,43.4,18.12222222,49.9,17.1,48.79,10.05,762.2,90.0,6.5,42.0,8.5,2016-01-26,11:30:00
22,2016-01-26 14:00:00,,0,19.89,45.43333333,19.26,44.96666667,20.5,44.29,19.03333333,46.62666667,17.58888889,52.89388889,12.19,79.23333333,17.6,43.28,18.215,49.715,17.2,48.5,11.1,761.1,76.0,8.0,27.0,7.0,2016-01-26,14:00:00
23,2016-01-26 17:10:00,,0,19.89,45.5,19.2,44.59,20.5,44.2,18.89,46.2,17.55,52.59,9.69,81.83,17.715,42.4,18.265,48.84944444,17.23,47.93333333,9.8,760.15,75.66666667,8.166666667000001,40.0,5.72,2016-01-26,17:10:00
24,2016-01-26 20:00:00,,0,19.6,45.0,18.89,44.7,20.29,43.79,18.6,46.09,17.5,52.43333333,9.5,85.1,17.6,42.09,18.1,48.7,17.1,47.5,9.6,760.0,78.0,9.0,40.0,6.0,2016-01-26,20:00:00
25,2016-01-27 01:10:00,,0,21.1,44.56,20.56666667,43.59,20.6,43.56666667,20.42666667,45.29,17.86222222,62.50888889,9.69,88.22666667,18.29,45.545,17.89,49.2,17.1,48.09,9.83,759.0,81.0,10.0,40.0,6.63,2016-01-27,01:10:00
26,2016-01-27 07:10:00,,10,19.89,45.46333333,19.29,44.43333333,19.7,44.2,19.0,46.5,17.61666667,56.2,10.3,85.59,18.21,47.44166667,17.79,49.63888889,17.245,49.645,10.18,757.3166667,81.5,9.833333332999999,34.83333333,7.05,2016-01-27,07:10:00
27,2016-01-27 10:20:00,,0,19.7,46.2,19.1,45.4,20.0,45.03,18.745,46.95,17.58888889,55.5,9.69,99.69,17.89,45.29,17.72,50.255,17.2,49.0,9.9,757.5,89.66666667,10.0,39.66666667,8.27,2016-01-27,10:20:00
28,2016-01-27 15:10:00,,0,19.7,46.09,18.79,45.79,19.89,45.26,18.5,47.43333333,17.5,54.7,11.6,79.49666667,17.76,44.91666667,17.71,50.7,17.1,48.79,11.27,755.4666667,81.0,9.833333332999999,40.0,8.17,2016-01-27,15:10:00
29,2016-01-27 17:50:00,,0,19.5,46.16333333,18.7,46.09,19.89,45.23,18.39,47.5,17.5,54.46111111,10.19,93.16666667,17.7,44.9,17.7,50.79,17.1,48.76,10.3,754.9333333,87.0,9.0,25.83333333,8.13,2016-01-27,17:50:00
30,2016-01-28 15:10:00,,0,19.315,45.345,18.6,44.9,19.79,44.5,18.2,45.09,17.2,52.09,6.69,84.86666667,18.55,40.145,18.54444444,46.21666667,17.1,46.5,7.17,765.1,69.83333333,2.0,30.83333333,1.93,2016-01-28,15:10:00
31,2016-01-28 22:30:00,,0,18.89,43.79,18.0,44.09,19.7,43.46666667,17.6,43.96666667,17.01666667,51.67222222,0.8,95.12333333,17.90222222,39.0,18.0,45.29611111,16.82333333,44.23,2.9,765.7,88.0,4.5,34.0,1.1,2016-01-28,22:30:00
32,2016-01-28 22:50:00,,0,18.79,43.7,17.89,44.16333333,19.6,43.16333333,17.6,43.9,17.0,51.59,0.7666666670000001,95.56,17.89,39.0,17.99388889,45.33277778,16.79,44.09,3.03,765.7,86.66666667,4.833333333,38.0,1.03,2016-01-28,22:50:00
33,2016-01-29 00:50:00,,0,18.7,43.5,17.79,44.09,19.5,42.82666667,17.39,43.7,16.945,51.4,1.1,97.075,17.7,38.91111111,17.785,45.2,16.7,43.7,3.33,765.1166667,83.5,5.0,40.0,0.73,2016-01-29,00:50:00
34,2016-01-29 05:10:00,,0,18.29,43.09,17.39,43.79,19.1,42.29,17.2,43.5,16.79,50.79,3.663333333,98.3,17.29,38.80222222,17.39,45.005,16.42666667,43.03,4.47,764.4333333,81.16666667,6.333333333,40.0,1.5,2016-01-29,05:10:00
35,2016-01-30 07:20:00,,0,18.89,44.79,18.2,44.7,20.0,45.0,16.5,47.09,16.7,51.88777778,8.3,99.9,16.85666667,43.06,18.42055556,54.525,16.39,49.4,8.37,754.5666667,93.0,11.33333333,24.66666667,7.3,2016-01-30,07:20:00
36,2016-02-04 00:10:00,,0,22.16666667,43.03,21.32333333,42.03,22.59444444,43.93333333,20.79,42.29,19.2,61.65277778,2.626666667,85.26666667,18.6,37.84222222,23.01111111,45.9,18.29,45.36333333,2.95,765.35,88.66666667,2.166666667,38.16666667,1.17,2016-02-04,00:10:00
37,2016-02-05 00:30:00,,0,22.29,44.23,21.5,43.23,21.96333333,44.2,21.2,46.16333333,19.10555556,70.53055556,7.5,95.39666667,18.5,41.23,21.29,53.54444444,18.29,47.16333333,7.15,765.2,95.0,1.5,35.5,6.45,2016-02-05,00:30:00
38,2016-02-05 10:50:00,,10,21.29,46.46333333,20.6,45.12666667,21.6,44.4,19.79,47.16333333,18.6,58.91666667,9.8,98.72666667,18.39,44.2,20.29,51.2,18.5,49.2,9.42,763.6166667,94.66666667,4.833333333,27.66666667,8.62,2016-02-05,10:50:00
39,2016-02-05 14:50:00,,0,22.1,45.09,21.73,43.7,22.0,44.5,20.29,48.4,18.67222222,57.275,10.6,91.63333333,18.5,44.28,20.02222222,50.31444444,18.66666667,49.26,9.8,761.6,89.16666667,6.0,40.0,8.12,2016-02-05,14:50:00
40,2016-02-06 09:20:00,,0,21.0,45.79,20.42666667,43.9,22.23,45.15666667,19.39,46.59,18.6,54.96,8.39,90.16666667,18.55,42.20888889,20.6,53.97277778,19.0,50.66333333,8.3,753.5333333,85.33333333,6.333333333,40.0,5.9,2016-02-06,09:20:00
41,2016-02-07 06:00:00,,0,21.6,44.9,20.89,44.4,22.29,45.0,18.89,45.5,19.01111111,59.80222222,7.966666667,91.4,18.85666667,41.37555556,21.6,54.41666667,19.2,50.59,8.0,742.1,87.0,7.0,27.0,6.0,2016-02-07,06:00:00
42,2016-02-12 05:20:00,,0,21.0,41.0,20.2,40.23,21.1,42.0,19.6,41.73,18.745,55.12666667,2.23,91.83333333,20.0,40.78111111,22.29,49.275,18.66666667,44.96666667,2.37,746.2333332999999,95.0,3.0,63.33333333,1.67,2016-02-12,05:20:00
43,2016-02-16 03:50:00,,10,20.6,38.09,18.29,39.79,21.0,40.29,20.03333333,37.82666667,18.29,47.76,-2.826666667,80.83,18.89,32.59,21.1,42.5,18.0,40.925,-2.4,769.9,91.0,1.0,57.5,-3.65,2016-02-16,03:50:00
44,2016-02-17 09:50:00,,0,19.76,33.9,17.53333333,34.76,19.956,35.79,19.29,32.76,18.22571429,46.65285714,-3.281666667,82.69833333,18.5,28.9,20.29,35.29333333,17.82333333,34.5,-1.15,762.2166667,84.0,1.333333333,64.83333333,-3.58,2016-02-17,09:50:00
45,2016-02-19 05:40:00,,0,20.1,36.2,18.26,37.4,20.2,38.2,18.1,36.53,17.0,45.7,0.166666667,82.36666667,17.39,31.89,19.84,43.8,17.58,40.4,0.4,759.1666667000001,99.33333333,2.333333333,14.0,0.33,2016-02-19,05:40:00
46,2016-02-20 00:10:00,,0,19.7,36.46333333,17.89,37.66333333,20.89,36.0,18.2,36.66333333,17.14285714,43.22571429,5.4,69.72666667,18.0,30.92666667,19.6,37.99,17.6,37.6,6.13,757.2833333,72.33333333,9.0,40.0,1.42,2016-02-20,00:10:00
47,2016-02-22 04:10:00,,0,21.5,44.0,20.03333333,44.62666667,22.1,43.9,21.26,44.16333333,18.5,56.2,10.1,76.8,18.5,41.96666667,21.79,53.93333333,18.6,47.09,10.02,752.6666667000001,82.0,9.166666667000001,40.0,7.1,2016-02-22,04:10:00
48,2016-02-25 01:00:00,,0,21.5,37.73,19.56666667,38.59,20.6,38.59,22.16666667,36.63333333,18.79,52.73,-0.6333333329999999,83.43,19.65714286,35.75142857,22.1,42.13333333,18.06,38.5,0.2,755.8,90.0,2.0,21.0,-1.3,2016-02-25,01:00:00
49,2016-02-27 04:50:00,,0,20.0,36.59,18.13333333,37.29,20.42666667,37.23,19.1,35.09,18.56,55.4,0.033333333,68.59333333,18.71125,36.01125,20.1,44.09,17.7,40.79,1.3,749.9166667000001,81.33333333,3.0,20.16666667,-1.55,2016-02-27,04:50:00
50,2016-03-01 14:20:00,,0,20.1,39.29333333,18.5,38.4,20.39,36.0,19.1,35.26,17.5,43.73,4.3,81.79333333,18.6,30.13333333,19.82333333,37.09,18.0,36.5,3.9,755.7666667000001,93.0,8.333333332999999,49.0,2.83,2016-03-01,14:20:00
51,2016-03-01 23:50:00,,0,21.1,40.2,19.5,41.76,20.6,38.29,19.7,39.5,19.2,49.7,8.226666667,86.93333333,18.5,35.79,20.89,46.66333333,17.89,40.4,8.43,750.2666667000001,94.5,8.666666667000001,33.33333333,7.6,2016-03-01,23:50:00
52,2016-03-03 05:50:00,,0,20.5,37.7,18.6,38.66333333,21.0,39.0,19.29,36.9,18.0,48.79,3.7,81.8,18.39,33.0,20.7,46.29,18.29,42.0,4.32,742.65,84.5,5.833333333,40.0,1.95,2016-03-03,05:50:00
53,2016-03-03 06:10:00,,0,20.39,37.7,18.6,38.7,21.0,38.93333333,19.29,36.9,18.0,48.79,3.566666667,81.86666667,18.39,33.0,20.7,46.29,18.29,42.09,4.25,742.7666667000001,84.0,5.833333333,38.16666667,1.8,2016-03-03,06:10:00
54,2016-03-04 10:40:00,,0,20.39,37.92857143,18.73375,38.9,20.57142857,37.79,19.1,36.42857143,18.05,47.63375,3.79,81.5,18.39,32.75625,20.29,40.62142857,18.39,39.52571429,4.3,739.5333333,92.33333333,4.0,47.0,3.17,2016-03-04,10:40:00
55,2016-03-05 05:10:00,,0,20.29,37.2,17.5,40.4475,20.865,37.5675,18.63333333,36.29,18.39,43.45,1.29,79.09,18.39,32.4,20.89,43.36333333,18.39,41.2,0.43,740.4166667000001,98.66666667,1.0,37.33333333,0.2,2016-03-05,05:10:00
56,2016-03-07 05:50:00,,0,19.2,36.9,16.89,39.5,19.7,38.59,18.6,36.4,17.29,56.32666667,1.2,77.4,17.7,32.0,20.6,43.59,17.6,40.96666667,0.08,747.1833333,100.0,1.0,28.66666667,0.08,2016-03-07,05:50:00
57,2016-03-08 03:50:00,,0,20.1,38.32666667,17.6,41.06,21.1,37.2,20.03333333,36.4,18.2,43.59,0.65,78.995,18.39,35.9,20.2,45.43333333,17.5,38.79,0.28,754.5666667,99.0,1.0,33.5,0.08,2016-03-08,03:50:00
58,2016-03-08 14:50:00,,10,20.1,40.4,19.075,38.45,20.39,37.1725,19.2,34.79,17.79,59.73333333,9.69,80.76,19.1,29.63333333,20.1,36.53,17.79,39.7,6.83,757.0333333,64.66666667,3.166666667,40.0,0.47,2016-03-08,14:50:00
59,2016-03-10 03:50:00,,0,20.0,36.9,17.2,40.46666667,20.29,37.32666667,20.5,35.59,17.89,52.36,3.333333333,54.69333333,18.29,35.7,20.13333333,44.5,17.39,39.0,0.8,753.4666667,87.0,1.8333333330000001,57.5,-1.2,2016-03-10,03:50:00
60,2016-03-10 06:40:00,,0,19.6,36.7,16.5,40.79,20.39,37.5,19.7,35.29,17.6,51.12666667,-0.066666667,59.63333333,18.29,35.93333333,19.89,43.5,17.39,39.9,-0.53,755.4333333,90.66666667,1.0,64.0,-1.9,2016-03-10,06:40:00
61,2016-03-10 09:00:00,,0,19.39,37.7,16.42666667,42.0,20.0,36.93333333,19.63333333,35.7,17.89,44.13333333,0.75,65.795,18.29,34.43333333,19.6,41.2,17.53333333,39.66333333,1.9,757.0,86.0,1.0,63.0,-0.3,2016-03-10,09:00:00
62,2016-03-11 11:10:00,,10,19.89,33.52666667,19.13333333,33.66,19.63333333,33.69666667,20.29,32.76,17.79,44.53,5.366666667,57.83,19.1,31.6,20.29,38.03,18.29,39.82666667,5.18,765.3,76.66666667,2.333333333,55.0,1.4,2016-03-11,11:10:00
63,2016-03-11 22:40:00,,10,21.39,35.79,19.03333333,38.59,20.29,36.03,19.89,34.42,18.85666667,46.76333333,3.8,51.83,20.1,28.59666667,22.5,38.06,18.5,39.16333333,4.67,766.5,82.66666667,2.0,52.0,2.0,2016-03-11,22:40:00
64,2016-03-16 03:40:00,,0,20.89,40.79,17.7,46.96666667,20.85666667,38.26,20.7,35.79,18.6,47.4,3.45,69.15,20.39,30.1,22.32333333,42.03,19.5,39.2,4.43,764.3666667,88.0,4.0,56.66666667,2.63,2016-03-16,03:40:00
65,2016-03-17 05:50:00,,0,20.79,36.29,17.29,40.4,22.2,36.16333333,20.2,33.0,18.39,45.0,0.0,54.79666667,19.7,28.0,22.2,40.2,19.6,39.4,-0.45,765.9166667000001,87.5,2.166666667,62.16666667,-2.23,2016-03-17,05:50:00
66,2016-03-18 07:00:00,,0,21.29,35.5,17.79,40.7,21.6,36.09,21.03333333,33.53,18.5,54.145,2.26,74.06,20.29,28.79,22.1,40.93333333,19.79,39.0,2.0,763.3,99.0,3.0,2.0,1.9,2016-03-18,07:00:00
67,2016-03-19 05:20:00,,0,21.23,37.09,18.39,40.2,21.5,36.59,19.85666667,34.96666667,18.35666667,46.7,5.19,59.72666667,19.6,31.1,22.0,42.32666667,19.7,40.545,4.6,761.8,88.0,1.333333333,65.0,2.8,2016-03-19,05:20:00
68,2016-04-01 01:20:00,,0,22.13333333,39.09,19.5,41.59,22.46333333,38.86333333,20.29,39.79,19.79,49.0,6.23,61.82333333,20.2,34.2,23.92666667,45.69333333,20.1,42.4,6.23,757.4333333,89.0,4.0,64.0,4.53,2016-04-01,01:20:00
69,2016-04-02 00:20:00,,0,21.5,38.7,19.2,41.66333333,22.2,37.29,20.29,38.09,19.5,45.7,8.16,52.8,20.29,33.5,21.85666667,39.5,20.0,37.73,8.33,759.5333333,78.0,2.333333333,36.33333333,4.63,2016-04-02,00:20:00
70,2016-04-19 01:30:00,,0,21.29,37.29,18.7,39.4,22.6,36.56,21.934,34.4,20.1,49.66333333,6.4,23.62666667,20.29,30.1,22.29,43.43333333,20.29,38.56,6.85,763.9,74.5,2.5,40.0,2.6,2016-04-19,01:30:00
71,2016-04-19 23:40:00,,0,21.79,38.59,19.35666667,40.03,22.1,37.29,21.81857143,35.65285714,20.29,51.56,5.8,38.46666667,20.7,31.2,22.1,43.59,20.0,38.45,6.43,767.3,81.66666667,3.333333333,40.0,3.5,2016-04-19,23:40:00
72,2016-04-29 10:30:00,,0,20.2,36.9,18.03333333,39.43333333,22.26,34.06,19.5,34.9,18.6,40.4,8.89,33.86,18.89,31.16666667,20.6,37.53,18.6,35.93333333,7.3,754.9,81.5,5.5,30.0,4.3,2016-04-29,10:30:00
73,2016-04-30 06:20:00,,0,21.5,37.16333333,18.66666667,40.52666667,22.85666667,37.16333333,19.29,37.59,19.1,43.2,5.263333333,53.83333333,19.1,33.59,21.29,44.59,19.1,41.26,4.8,757.4,96.33333333,1.0,40.0,4.23,2016-04-30,06:20:00
74,2016-04-30 23:20:00,,0,21.26,38.43,18.6,41.32666667,23.2,36.29,19.79,38.06,19.5,47.4,4.83,36.25666667,19.5,31.5,22.39,39.0,19.2,37.86333333,5.03,763.4333333,83.33333333,2.666666667,40.0,2.4,2016-04-30,23:20:00
75,2016-05-01 03:30:00,,0,20.7,37.73,17.73,41.59,23.2,36.62666667,19.39,36.79,19.35666667,46.36333333,2.626666667,49.4,19.39,31.5,21.89,42.2,19.1,40.9,3.25,764.15,92.5,2.5,22.5,2.15,2016-05-01,03:30:00
76,2016-05-04 03:30:00,,0,22.13333333,35.7,19.29,38.2,23.29,37.2,22.1,33.59,20.7,47.09,2.23,37.2,21.434,35.29,23.2,42.79,20.39,40.0,3.0,766.65,90.5,1.0,34.5,1.6,2016-05-04,03:30:00
77,2016-05-05 05:10:00,,0,22.39,34.7,19.7,37.09,23.6,37.0,22.39,32.79,20.79,41.82666667,4.366666667,30.62333333,22.1,34.536,23.6,40.97142857,20.5,39.59,4.87,763.3,79.5,2.0,40.0,1.63,2016-05-05,05:10:00
78,2016-05-06 00:20:00,,0,23.5,35.36333333,21.73,35.86333333,23.7,35.76,22.89,33.96666667,20.6,42.9,9.426666667000001,22.89,22.6,36.12142857,23.29,43.46666667,20.95875,38.885,10.83,757.3,73.0,2.0,40.0,6.1,2016-05-06,00:20:00
79,2016-01-12 18:50:00,,0,20.1,44.2,19.245,43.245,19.89,44.32666667,19.96333333,42.59,17.5,51.09,4.9,88.63333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.166666667,40.0,3.35,2016-01-12,18:50:00
80,2016-01-13 06:20:00,,10,18.79,44.72333333,18.2,44.06666667,19.815,44.82,18.39,44.12666667,17.1,52.79,5.59,78.93333333,18.05714286,45.55,18.7,53.29,17.2,50.32666667,5.03,753.1666667000001,89.66666667,6.666666667,28.66666667,3.4,2016-01-13,06:20:00
81,2016-01-13 22:40:00,,0,19.5,42.0,19.0,40.93,21.2,45.59666667,19.13333333,40.1,18.945,76.15,1.5666666669999998,89.03,18.2,38.06666667,19.66666667,46.32666667,16.6,40.63333333,3.03,756.0666667,86.66666667,5.666666667,36.33333333,0.97,2016-01-13,22:40:00
82,2016-01-13 23:00:00,,0,19.5,42.2,18.89,41.2,20.86,44.65666667,19.075,40.7675,18.73,72.3,1.79,89.39666667,18.2,38.46333333,19.6,47.0,16.6,41.56666667,3.2,755.9,86.0,6.0,40.0,1.0,2016-01-13,23:00:00
83,2016-01-14 01:40:00,,0,19.0,42.06,18.39,41.29,19.96333333,43.26,18.53333333,41.7,17.89,65.43333333,2.09,92.62666667,18.1,41.76,19.39,51.0,16.7,45.33333333,2.83,754.1666667000001,92.0,5.0,27.66666667,1.6,2016-01-14,01:40:00
84,2016-01-14 04:10:00,,0,18.7,42.29,18.1,41.59,19.7225,43.3725,18.29,42.09,17.5,63.0,3.0,91.33,18.05,42.345,19.1,50.53,16.7,47.26,3.38,751.9166667000001,89.16666667,5.166666667,28.16666667,1.8,2016-01-14,04:10:00
85,2016-01-14 04:20:00,,0,18.7,42.29,18.1,41.59,19.7,43.29,18.29,42.09,17.5,62.86333333,3.0,91.06333333,18.1,42.43333333,19.1,50.46666667,16.7,47.32666667,3.37,751.7333332999999,89.33333333,5.333333333,28.33333333,1.8,2016-01-14,04:20:00
86,2016-01-14 06:50:00,,10,18.39,42.59,17.79,41.86333333,19.79,43.4,18.1,42.59,17.29,62.0,3.9,89.03,17.96333333,42.93,18.85666667,50.56,16.7,48.2,3.9,749.6166667,89.16666667,8.333333332999999,27.83333333,2.32,2016-01-14,06:50:00
87,2016-01-14 23:30:00,,0,23.6,39.79,22.7,39.59,21.39,43.16333333,18.79,44.46666667,18.79,55.86333333,1.73,85.19333333,18.7,40.79,19.7,48.02666667,17.1,45.82666667,1.1,749.45,93.0,8.0,37.5,0.15,2016-01-14,23:30:00
88,2016-01-15 03:20:00,,0,23.2,39.5,22.2,39.06,21.26,43.56,18.39,43.09,18.39,54.6725,1.39,94.76333333,18.5,42.5,19.39,49.59,17.29,47.7,1.77,750.3333332999999,89.0,10.66666667,23.66666667,0.13,2016-01-15,03:20:00
89,2016-01-16 05:30:00,,0,21.63333333,39.82666667,20.73,39.5,20.5,41.96666667,19.5,43.0,19.1,50.9,-0.533333333,94.9,18.66666667,41.76,19.89,49.2,17.92666667,47.29,0.55,762.45,96.0,3.0,20.0,-0.05,2016-01-16,05:30:00
90,2016-01-16 05:40:00,,0,21.6,39.9,20.7,39.5,20.56666667,42.0,19.5,42.9,19.1,50.82666667,-0.333333333,94.96666667,18.66666667,41.79,19.865,49.095,17.89,47.29,0.53,762.4,96.0,3.0,20.0,-0.07,2016-01-16,05:40:00
91,2016-01-16 05:50:00,,0,21.6,39.9,20.7,39.56,20.56666667,42.0,19.5,42.9,19.06666667,50.83333333,-0.2,94.9,18.66666667,41.79,19.85666667,49.0,17.89,47.29,0.52,762.35,96.0,3.0,20.0,-0.08,2016-01-16,05:50:00
92,2016-01-17 02:50:00,,0,21.7,39.82666667,20.79,38.7,21.35666667,42.59,20.29,41.79,18.39,53.82666667,0.9,96.19,19.6,40.7,21.0,48.46666667,17.79,44.53,0.5,764.55,97.16666667,3.833333333,25.5,0.08,2016-01-17,02:50:00
93,2016-01-17 03:00:00,,0,21.63333333,39.82666667,20.79,38.7,21.29,42.59,20.26,41.86333333,18.39,53.9,0.833333333,96.12333333,19.5,40.9,21.0,48.62666667,17.79,44.66333333,0.4,764.5,98.0,4.0,26.0,0.1,2016-01-17,03:00:00
94,2016-01-18 13:10:00,,0,19.5,41.4,18.245,41.45,19.745,40.7,19.0,38.2,17.7,56.5,0.038888888999999996,95.25722222,19.0,34.82666667,19.745,42.645,17.23,38.12666667,-1.02,757.7166667,71.66666667,3.0,40.0,-5.58,2016-01-18,13:10:00
95,2016-01-18 15:30:00,,0,19.29,41.4,18.2,41.4,19.7,40.66333333,18.79,38.29,17.6,55.59,0.894444444,95.97777778,19.0,34.7,19.6,41.93333333,17.2,37.79,-0.45,756.9,68.5,2.5,34.5,-5.6,2016-01-18,15:30:00
96,2016-01-19 16:00:00,,0,19.39,40.23,18.1,40.43333333,19.1,39.5,18.23,37.53,16.47555556,55.18555556,-0.522222222,93.24444444,19.29,31.79,20.11666667,39.7,16.89,38.7,0.3,757.3,62.0,1.0,27.0,-6.2,2016-01-19,16:00:00
