date,Applicances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
1/25/2016 4:40,,0,20.5,42.7,19.5,43,20.6,44.9,17.7,47.2,17.7,55.93888889,7.366666667,99.9,16.29,43.705,18,49.98888889,16.5,51.09,7.80,765.3333333,96,3,62,7.17
1/25/2016 9:10,,0,19.85666667,43.9,18.89,44.2,20.2,44.23,17.39,46.76,17.89,49.82666667,6.59,99.9,16.29,43.09,17.7,49.5,16.42666667,49.5,7.57,763.9333333,91.66666667,3,29.16666667,6.32
1/26/2016 11:30,,0,19.89,45.4,19.2,45,20.5,44.29,19.2,46.43333333,17.5,53,10.53333333,99.9,17.5,43.4,18.12222222,49.9,17.1,48.79,10.05,762.2,90,6.5,42,8.50
1/26/2016 14:00,,0,19.89,45.43333333,19.26,44.96666667,20.5,44.29,19.03333333,46.62666667,17.58888889,52.89388889,12.19,79.23333333,17.6,43.28,18.215,49.715,17.2,48.5,11.10,761.1,76,8,27,7.00
1/26/2016 17:10,,0,19.89,45.5,19.2,44.59,20.5,44.2,18.89,46.2,17.55,52.59,9.69,81.83,17.715,42.4,18.265,48.84944444,17.23,47.93333333,9.80,760.15,75.66666667,8.166666667,40,5.72
1/26/2016 20:00,,0,19.6,45,18.89,44.7,20.29,43.79,18.6,46.09,17.5,52.43333333,9.5,85.1,17.6,42.09,18.1,48.7,17.1,47.5,9.60,760,78,9,40,6.00
1/27/2016 1:10,,0,21.1,44.56,20.56666667,43.59,20.6,43.56666667,20.42666667,45.29,17.86222222,62.50888889,9.69,88.22666667,18.29,45.545,17.89,49.2,17.1,48.09,9.83,759,81,10,40,6.63
1/27/2016 7:10,,10,19.89,45.46333333,19.29,44.43333333,19.7,44.2,19,46.5,17.61666667,56.2,10.3,85.59,18.21,47.44166667,17.79,49.63888889,17.245,49.645,10.18,757.3166667,81.5,9.833333333,34.83333333,7.05
1/27/2016 10:20,,0,19.7,46.2,19.1,45.4,20,45.03,18.745,46.95,17.58888889,55.5,9.69,99.69,17.89,45.29,17.72,50.255,17.2,49,9.90,757.5,89.66666667,10,39.66666667,8.27
1/27/2016 15:10,,0,19.7,46.09,18.79,45.79,19.89,45.26,18.5,47.43333333,17.5,54.7,11.6,79.49666667,17.76,44.91666667,17.71,50.7,17.1,48.79,11.27,755.4666667,81,9.833333333,40,8.17
1/27/2016 17:50,,0,19.5,46.16333333,18.7,46.09,19.89,45.23,18.39,47.5,17.5,54.46111111,10.19,93.16666667,17.7,44.9,17.7,50.79,17.1,48.76,10.30,754.9333333,87,9,25.83333333,8.13
1/28/2016 15:10,,0,19.315,45.345,18.6,44.9,19.79,44.5,18.2,45.09,17.2,52.09,6.69,84.86666667,18.55,40.145,18.54444444,46.21666667,17.1,46.5,7.17,765.1,69.83333333,2,30.83333333,1.93
1/28/2016 22:30,,0,18.89,43.79,18,44.09,19.7,43.46666667,17.6,43.96666667,17.01666667,51.67222222,0.8,95.12333333,17.90222222,39,18,45.29611111,16.82333333,44.23,2.90,765.7,88,4.5,34,1.10
1/28/2016 22:50,,0,18.79,43.7,17.89,44.16333333,19.6,43.16333333,17.6,43.9,17,51.59,0.766666667,95.56,17.89,39,17.99388889,45.33277778,16.79,44.09,3.03,765.7,86.66666667,4.833333333,38,1.03
1/29/2016 0:50,,0,18.7,43.5,17.79,44.09,19.5,42.82666667,17.39,43.7,16.945,51.4,1.1,97.075,17.7,38.91111111,17.785,45.2,16.7,43.7,3.33,765.1166667,83.5,5,40,0.73
1/29/2016 5:10,,0,18.29,43.09,17.39,43.79,19.1,42.29,17.2,43.5,16.79,50.79,3.663333333,98.3,17.29,38.80222222,17.39,45.005,16.42666667,43.03,4.47,764.4333333,81.16666667,6.333333333,40,1.50
1/30/2016 7:20,,0,18.89,44.79,18.2,44.7,20,45,16.5,47.09,16.7,51.88777778,8.3,99.9,16.85666667,43.06,18.42055556,54.525,16.39,49.4,8.37,754.5666667,93,11.33333333,24.66666667,7.30
2/4/2016 0:10,,0,22.16666667,43.03,21.32333333,42.03,22.59444444,43.93333333,20.79,42.29,19.2,61.65277778,2.626666667,85.26666667,18.6,37.84222222,23.01111111,45.9,18.29,45.36333333,2.95,765.35,88.66666667,2.166666667,38.16666667,1.17
2/5/2016 0:30,,0,22.29,44.23,21.5,43.23,21.96333333,44.2,21.2,46.16333333,19.10555556,70.53055556,7.5,95.39666667,18.5,41.23,21.29,53.54444444,18.29,47.16333333,7.15,765.2,95,1.5,35.5,6.45
2/5/2016 10:50,,10,21.29,46.46333333,20.6,45.12666667,21.6,44.4,19.79,47.16333333,18.6,58.91666667,9.8,98.72666667,18.39,44.2,20.29,51.2,18.5,49.2,9.42,763.6166667,94.66666667,4.833333333,27.66666667,8.62
2/5/2016 14:50,,0,22.1,45.09,21.73,43.7,22,44.5,20.29,48.4,18.67222222,57.275,10.6,91.63333333,18.5,44.28,20.02222222,50.31444444,18.66666667,49.26,9.80,761.6,89.16666667,6,40,8.12
2/6/2016 9:20,,0,21,45.79,20.42666667,43.9,22.23,45.15666667,19.39,46.59,18.6,54.96,8.39,90.16666667,18.55,42.20888889,20.6,53.97277778,19,50.66333333,8.30,753.5333333,85.33333333,6.333333333,40,5.90
2/7/2016 6:00,,0,21.6,44.9,20.89,44.4,22.29,45,18.89,45.5,19.01111111,59.80222222,7.966666667,91.4,18.85666667,41.37555556,21.6,54.41666667,19.2,50.59,8.00,742.1,87,7,27,6.00
2/12/2016 5:20,,0,21,41,20.2,40.23,21.1,42,19.6,41.73,18.745,55.12666667,2.23,91.83333333,20,40.78111111,22.29,49.275,18.66666667,44.96666667,2.37,746.2333333,95,3,63.33333333,1.67
2/16/2016 3:50,,10,20.6,38.09,18.29,39.79,21,40.29,20.03333333,37.82666667,18.29,47.76,-2.826666667,80.83,18.89,32.59,21.1,42.5,18,40.925,-2.40,769.9,91,1,57.5,-3.65
2/17/2016 9:50,,0,19.76,33.9,17.53333333,34.76,19.956,35.79,19.29,32.76,18.22571429,46.65285714,-3.281666667,82.69833333,18.5,28.9,20.29,35.29333333,17.82333333,34.5,-1.15,762.2166667,84,1.333333333,64.83333333,-3.58
2/19/2016 5:40,,0,20.1,36.2,18.26,37.4,20.2,38.2,18.1,36.53,17,45.7,0.166666667,82.36666667,17.39,31.89,19.84,43.8,17.58,40.4,0.40,759.1666667,99.33333333,2.333333333,14,0.33
2/20/2016 0:10,,0,19.7,36.46333333,17.89,37.66333333,20.89,36,18.2,36.66333333,17.14285714,43.22571429,5.4,69.72666667,18,30.92666667,19.6,37.99,17.6,37.6,6.13,757.2833333,72.33333333,9,40,1.42
2/22/2016 4:10,,0,21.5,44,20.03333333,44.62666667,22.1,43.9,21.26,44.16333333,18.5,56.2,10.1,76.8,18.5,41.96666667,21.79,53.93333333,18.6,47.09,10.02,752.6666667,82,9.166666667,40,7.10
2/25/2016 1:00,,0,21.5,37.73,19.56666667,38.59,20.6,38.59,22.16666667,36.63333333,18.79,52.73,-0.633333333,83.43,19.65714286,35.75142857,22.1,42.13333333,18.06,38.5,0.20,755.8,90,2,21,-1.30
2/27/2016 4:50,,0,20,36.59,18.13333333,37.29,20.42666667,37.23,19.1,35.09,18.56,55.4,0.033333333,68.59333333,18.71125,36.01125,20.1,44.09,17.7,40.79,1.30,749.9166667,81.33333333,3,20.16666667,-1.55
3/1/2016 14:20,,0,20.1,39.29333333,18.5,38.4,20.39,36,19.1,35.26,17.5,43.73,4.3,81.79333333,18.6,30.13333333,19.82333333,37.09,18,36.5,3.90,755.7666667,93,8.333333333,49,2.83
3/1/2016 23:50,,0,21.1,40.2,19.5,41.76,20.6,38.29,19.7,39.5,19.2,49.7,8.226666667,86.93333333,18.5,35.79,20.89,46.66333333,17.89,40.4,8.43,750.2666667,94.5,8.666666667,33.33333333,7.60
3/3/2016 5:50,,0,20.5,37.7,18.6,38.66333333,21,39,19.29,36.9,18,48.79,3.7,81.8,18.39,33,20.7,46.29,18.29,42,4.32,742.65,84.5,5.833333333,40,1.95
3/3/2016 6:10,,0,20.39,37.7,18.6,38.7,21,38.93333333,19.29,36.9,18,48.79,3.566666667,81.86666667,18.39,33,20.7,46.29,18.29,42.09,4.25,742.7666667,84,5.833333333,38.16666667,1.80
3/4/2016 10:40,,0,20.39,37.92857143,18.73375,38.9,20.57142857,37.79,19.1,36.42857143,18.05,47.63375,3.79,81.5,18.39,32.75625,20.29,40.62142857,18.39,39.52571429,4.30,739.5333333,92.33333333,4,47,3.17
3/5/2016 5:10,,0,20.29,37.2,17.5,40.4475,20.865,37.5675,18.63333333,36.29,18.39,43.45,1.29,79.09,18.39,32.4,20.89,43.36333333,18.39,41.2,0.43,740.4166667,98.66666667,1,37.33333333,0.20
3/7/2016 5:50,,0,19.2,36.9,16.89,39.5,19.7,38.59,18.6,36.4,17.29,56.32666667,1.2,77.4,17.7,32,20.6,43.59,17.6,40.96666667,0.08,747.1833333,100,1,28.66666667,0.08
3/8/2016 3:50,,0,20.1,38.32666667,17.6,41.06,21.1,37.2,20.03333333,36.4,18.2,43.59,0.65,78.995,18.39,35.9,20.2,45.43333333,17.5,38.79,0.28,754.5666667,99,1,33.5,0.08
3/8/2016 14:50,,10,20.1,40.4,19.075,38.45,20.39,37.1725,19.2,34.79,17.79,59.73333333,9.69,80.76,19.1,29.63333333,20.1,36.53,17.79,39.7,6.83,757.0333333,64.66666667,3.166666667,40,0.47
3/10/2016 3:50,,0,20,36.9,17.2,40.46666667,20.29,37.32666667,20.5,35.59,17.89,52.36,3.333333333,54.69333333,18.29,35.7,20.13333333,44.5,17.39,39,0.80,753.4666667,87,1.833333333,57.5,-1.20
3/10/2016 6:40,,0,19.6,36.7,16.5,40.79,20.39,37.5,19.7,35.29,17.6,51.12666667,-0.066666667,59.63333333,18.29,35.93333333,19.89,43.5,17.39,39.9,-0.53,755.4333333,90.66666667,1,64,-1.90
3/10/2016 9:00,,0,19.39,37.7,16.42666667,42,20,36.93333333,19.63333333,35.7,17.89,44.13333333,0.75,65.795,18.29,34.43333333,19.6,41.2,17.53333333,39.66333333,1.90,757,86,1,63,-0.30
3/11/2016 11:10,,10,19.89,33.52666667,19.13333333,33.66,19.63333333,33.69666667,20.29,32.76,17.79,44.53,5.366666667,57.83,19.1,31.6,20.29,38.03,18.29,39.82666667,5.18,765.3,76.66666667,2.333333333,55,1.40
3/11/2016 22:40,,10,21.39,35.79,19.03333333,38.59,20.29,36.03,19.89,34.42,18.85666667,46.76333333,3.8,51.83,20.1,28.59666667,22.5,38.06,18.5,39.16333333,4.67,766.5,82.66666667,2,52,2.00
3/16/2016 3:40,,0,20.89,40.79,17.7,46.96666667,20.85666667,38.26,20.7,35.79,18.6,47.4,3.45,69.15,20.39,30.1,22.32333333,42.03,19.5,39.2,4.43,764.3666667,88,4,56.66666667,2.63
3/17/2016 5:50,,0,20.79,36.29,17.29,40.4,22.2,36.16333333,20.2,33,18.39,45,0,54.79666667,19.7,28,22.2,40.2,19.6,39.4,-0.45,765.9166667,87.5,2.166666667,62.16666667,-2.23
3/18/2016 7:00,,0,21.29,35.5,17.79,40.7,21.6,36.09,21.03333333,33.53,18.5,54.145,2.26,74.06,20.29,28.79,22.1,40.93333333,19.79,39,2.00,763.3,99,3,2,1.90
3/19/2016 5:20,,0,21.23,37.09,18.39,40.2,21.5,36.59,19.85666667,34.96666667,18.35666667,46.7,5.19,59.72666667,19.6,31.1,22,42.32666667,19.7,40.545,4.60,761.8,88,1.333333333,65,2.80
4/1/2016 1:20,,0,22.13333333,39.09,19.5,41.59,22.46333333,38.86333333,20.29,39.79,19.79,49,6.23,61.82333333,20.2,34.2,23.92666667,45.69333333,20.1,42.4,6.23,757.4333333,89,4,64,4.53
4/2/2016 0:20,,0,21.5,38.7,19.2,41.66333333,22.2,37.29,20.29,38.09,19.5,45.7,8.16,52.8,20.29,33.5,21.85666667,39.5,20,37.73,8.33,759.5333333,78,2.333333333,36.33333333,4.63
4/19/2016 1:30,,0,21.29,37.29,18.7,39.4,22.6,36.56,21.934,34.4,20.1,49.66333333,6.4,23.62666667,20.29,30.1,22.29,43.43333333,20.29,38.56,6.85,763.9,74.5,2.5,40,2.60
4/19/2016 23:40,,0,21.79,38.59,19.35666667,40.03,22.1,37.29,21.81857143,35.65285714,20.29,51.56,5.8,38.46666667,20.7,31.2,22.1,43.59,20,38.45,6.43,767.3,81.66666667,3.333333333,40,3.50
4/29/2016 10:30,,0,20.2,36.9,18.03333333,39.43333333,22.26,34.06,19.5,34.9,18.6,40.4,8.89,33.86,18.89,31.16666667,20.6,37.53,18.6,35.93333333,7.30,754.9,81.5,5.5,30,4.30
4/30/2016 6:20,,0,21.5,37.16333333,18.66666667,40.52666667,22.85666667,37.16333333,19.29,37.59,19.1,43.2,5.263333333,53.83333333,19.1,33.59,21.29,44.59,19.1,41.26,4.80,757.4,96.33333333,1,40,4.23
4/30/2016 23:20,,0,21.26,38.43,18.6,41.32666667,23.2,36.29,19.79,38.06,19.5,47.4,4.83,36.25666667,19.5,31.5,22.39,39,19.2,37.86333333,5.03,763.4333333,83.33333333,2.666666667,40,2.40
5/1/2016 3:30,,0,20.7,37.73,17.73,41.59,23.2,36.62666667,19.39,36.79,19.35666667,46.36333333,2.626666667,49.4,19.39,31.5,21.89,42.2,19.1,40.9,3.25,764.15,92.5,2.5,22.5,2.15
5/4/2016 3:30,,0,22.13333333,35.7,19.29,38.2,23.29,37.2,22.1,33.59,20.7,47.09,2.23,37.2,21.434,35.29,23.2,42.79,20.39,40,3.00,766.65,90.5,1,34.5,1.60
5/5/2016 5:10,,0,22.39,34.7,19.7,37.09,23.6,37,22.39,32.79,20.79,41.82666667,4.366666667,30.62333333,22.1,34.536,23.6,40.97142857,20.5,39.59,4.87,763.3,79.5,2,40,1.63
5/6/2016 0:20,,0,23.5,35.36333333,21.73,35.86333333,23.7,35.76,22.89,33.96666667,20.6,42.9,9.426666667,22.89,22.6,36.12142857,23.29,43.46666667,20.95875,38.885,10.83,757.3,73,2,40,6.10
1/12/2016 18:50,,0,20.1,44.2,19.245,43.245,19.89,44.32666667,19.96333333,42.59,17.5,51.09,4.9,88.63333333,18.1,39.09,18.7,46.7675,17,42.79,4.90,744.95,90,6.166666667,40,3.35
1/13/2016 6:20,,10,18.79,44.72333333,18.2,44.06666667,19.815,44.82,18.39,44.12666667,17.1,52.79,5.59,78.93333333,18.05714286,45.55,18.7,53.29,17.2,50.32666667,5.03,753.1666667,89.66666667,6.666666667,28.66666667,3.40
1/13/2016 22:40,,0,19.5,42,19,40.93,21.2,45.59666667,19.13333333,40.1,18.945,76.15,1.566666667,89.03,18.2,38.06666667,19.66666667,46.32666667,16.6,40.63333333,3.03,756.0666667,86.66666667,5.666666667,36.33333333,0.97
1/13/2016 23:00,,0,19.5,42.2,18.89,41.2,20.86,44.65666667,19.075,40.7675,18.73,72.3,1.79,89.39666667,18.2,38.46333333,19.6,47,16.6,41.56666667,3.20,755.9,86,6,40,1.00
1/14/2016 1:40,,0,19,42.06,18.39,41.29,19.96333333,43.26,18.53333333,41.7,17.89,65.43333333,2.09,92.62666667,18.1,41.76,19.39,51,16.7,45.33333333,2.83,754.1666667,92,5,27.66666667,1.60
1/14/2016 4:10,,0,18.7,42.29,18.1,41.59,19.7225,43.3725,18.29,42.09,17.5,63,3,91.33,18.05,42.345,19.1,50.53,16.7,47.26,3.38,751.9166667,89.16666667,5.166666667,28.16666667,1.80
1/14/2016 4:20,,0,18.7,42.29,18.1,41.59,19.7,43.29,18.29,42.09,17.5,62.86333333,3,91.06333333,18.1,42.43333333,19.1,50.46666667,16.7,47.32666667,3.37,751.7333333,89.33333333,5.333333333,28.33333333,1.80
1/14/2016 6:50,,10,18.39,42.59,17.79,41.86333333,19.79,43.4,18.1,42.59,17.29,62,3.9,89.03,17.96333333,42.93,18.85666667,50.56,16.7,48.2,3.90,749.6166667,89.16666667,8.333333333,27.83333333,2.32
1/14/2016 23:30,,0,23.6,39.79,22.7,39.59,21.39,43.16333333,18.79,44.46666667,18.79,55.86333333,1.73,85.19333333,18.7,40.79,19.7,48.02666667,17.1,45.82666667,1.10,749.45,93,8,37.5,0.15
1/15/2016 3:20,,0,23.2,39.5,22.2,39.06,21.26,43.56,18.39,43.09,18.39,54.6725,1.39,94.76333333,18.5,42.5,19.39,49.59,17.29,47.7,1.77,750.3333333,89,10.66666667,23.66666667,0.13
1/16/2016 5:30,,0,21.63333333,39.82666667,20.73,39.5,20.5,41.96666667,19.5,43,19.1,50.9,-0.533333333,94.9,18.66666667,41.76,19.89,49.2,17.92666667,47.29,0.55,762.45,96,3,20,-0.05
1/16/2016 5:40,,0,21.6,39.9,20.7,39.5,20.56666667,42,19.5,42.9,19.1,50.82666667,-0.333333333,94.96666667,18.66666667,41.79,19.865,49.095,17.89,47.29,0.53,762.4,96,3,20,-0.07
1/16/2016 5:50,,0,21.6,39.9,20.7,39.56,20.56666667,42,19.5,42.9,19.06666667,50.83333333,-0.2,94.9,18.66666667,41.79,19.85666667,49,17.89,47.29,0.52,762.35,96,3,20,-0.08
1/17/2016 2:50,,0,21.7,39.82666667,20.79,38.7,21.35666667,42.59,20.29,41.79,18.39,53.82666667,0.9,96.19,19.6,40.7,21,48.46666667,17.79,44.53,0.50,764.55,97.16666667,3.833333333,25.5,0.08
1/17/2016 3:00,,0,21.63333333,39.82666667,20.79,38.7,21.29,42.59,20.26,41.86333333,18.39,53.9,0.833333333,96.12333333,19.5,40.9,21,48.62666667,17.79,44.66333333,0.40,764.5,98,4,26,0.10
1/18/2016 13:10,,0,19.5,41.4,18.245,41.45,19.745,40.7,19,38.2,17.7,56.5,0.038888889,95.25722222,19,34.82666667,19.745,42.645,17.23,38.12666667,-1.02,757.7166667,71.66666667,3,40,-5.58
1/18/2016 15:30,,0,19.29,41.4,18.2,41.4,19.7,40.66333333,18.79,38.29,17.6,55.59,0.894444444,95.97777778,19,34.7,19.6,41.93333333,17.2,37.79,-0.45,756.9,68.5,2.5,34.5,-5.60
1/19/2016 16:00,,0,19.39,40.23,18.1,40.43333333,19.1,39.5,18.23,37.53,16.47555556,55.18555556,-0.522222222,93.24444444,19.29,31.79,20.11666667,39.7,16.89,38.7,0.30,757.3,62,1,27,-6.20
1/20/2016 0:40,,0,19.7,39,18.66666667,39.16333333,19.1,39.09,18.29,37.96666667,17.6,51.19333333,-4.749444444,88.42166667,17.39,32.36333333,20.1,44,16.39,39.86333333,-4.70,758.7333333,94,1.666666667,52.66666667,-5.60
1/20/2016 1:00,,0,19.6,39,18.5,39.2,19,38.9,18.2,38,17.56666667,50.63333333,-4.63,87.515,17.39,32.5,20,44.29,16.39,40.2,-4.80,758.7,94,2,49,-5.70
1/20/2016 14:30,,0,17.7,36.09,16.7,36.5,18.2,37.46666667,16.6,35.79,16.5,53.46,2.26,97.12666667,16.39,30.7,19.63333333,40.515,15.8,36.23,0.45,760.3,80.5,2,62,-2.55
1/21/2016 2:30,,0,19.1,38.79,18.29,38.29,18.79,39.9,17.89,38.09,16.42055556,56.92777778,0.7,97,16.2,33.86333333,19.36222222,46.98888889,15.89,42.16333333,-1.40,762.25,92.5,1.5,53.5,-2.50
1/21/2016 6:20,,0,18.29,39.3,17.39,38.7,18.65,40.19,17.2,38,16.1,55.22,-1.966666667,92.65666667,16.1,33.89388889,18.93277778,46.48333333,15.89,43.7,-2.07,762.7,89.33333333,2,52.33333333,-3.60
1/21/2016 6:30,,0,18.29,39.89333333,17.35666667,38.79,18.6,40,17.2,38,16.1,55.10833333,-2.06,93.19333333,16.1,33.88166667,18.90222222,46.4,15.89,43.7,-2.00,762.7,89.5,2,53,-3.50
1/21/2016 23:10,,0,20.7,36.9,20,36.4,20.03333333,40.32666667,17.1,37.86333333,17.99388889,42.20111111,-2.163333333,93.82333333,16.7,31.30777778,19.55,42.81055556,15.89,39.66333333,-0.50,764.85,89.66666667,2.333333333,59.33333333,-2.03
1/22/2016 1:00,,0,20.2,37.2,19.23,36.79,19.29,39.82666667,16.89,38.09,17.39,44.32055556,-1.826666667,94.36666667,16.6,32.21,19.32333333,44.30833333,15.96333333,41.06,-0.30,765.1,89,3,61,-1.90
1/22/2016 2:40,,0,19.66666667,37.29,18.625,37.045,19.1,39.76,16.79,38.2,17.1,45.49888889,-1.863333333,94.43333333,16.5,32.58,19.07222222,45.16222222,16,42,-0.50,764.6333333,88,3,62,-2.30
1/22/2016 4:00,,0,19.29,37.4,18.2,37.29,19.1,40,16.63333333,38.2,16.86777778,46.145,-2.09,94,16.445,32.72,18.89,46.78,16,42.32666667,-0.80,764.1,87,3,62,-2.70
1/22/2016 5:10,,0,19,37.59,18,37.46666667,19.2,40.09,16.5,38.2,16.7,46.5,-1.633333333,94.62666667,16.39,32.79,18.86777778,46.58222222,16,42.59,-1.17,764.0166667,86.66666667,3,62.33333333,-3.12
1/22/2016 10:40,,0,18.35666667,38.53,17.29,38.59,18.6,39.26,16.2,38.4,16.29,47.59,0.966666667,95.03333333,16.2,32.93888889,18.08888889,42.26277778,15.8,40.36333333,0.83,762.6666667,77,4,20.66666667,-2.83
1/22/2016 12:30,,0,18.39,38.79,17.42666667,38.79,18.5,39.29,16.29,38.5,16.205,47.59,3.363333333,90.76666667,16.26,33.15333333,18,41.59,15.83,39.7,3.10,761.8,70.5,5.5,23,-1.80
1/22/2016 16:20,,0,18.26,39.16333333,17.2,39.59,18.39,39.5,16,38.96666667,16.1,47.79,4.09,97.89666667,16.2,34.005,17.66666667,42.05666667,15.69,39.29,3.00,760.5,89.66666667,5.333333333,57.33333333,1.47
1/22/2016 19:40,,0,18,40.29,16.89,40.86333333,18.2,39.79,15.8,39.96666667,15.89,48.2,3.9,99.59,16,35.245,17.29555556,43.2,15.5,39.96666667,3.67,760.9333333,96.33333333,6.666666667,44.33333333,3.10
1/23/2016 4:10,,0,17.39,42.59,16.5,42.9,17.7,40.79,15.39,42,15.6,48.77,5.623333333,99.9,15.8,37.5,16.735,45.30833333,15.19,41.79,5.02,765.9666667,99.16666667,3.166666667,4.333333333,4.93
1/25/2016 4:20,,0,20.6,42.7,19.53333333,42.9,20.6,45,17.63333333,47.12666667,17.7,56,7.76,99.9,16.29,43.785,18,50.01,16.5,51,8.10,765.4666667,95,3,63,7.33
1/25/2016 6:50,,0,20.13333333,43.59,19.2,43.76,20.39,44.59,17.5,47.29,17.79,51.85333333,6.06,99.9,16.29,43.21,17.89,49.59,16.6,50.53,6.60,764.55,95,3,64.83333333,5.88
1/26/2016 0:50,,10,21.2,43.2,20.6,42.62666667,20.63333333,44.4,22.32333333,44.09,17.87333333,51.70666667,9.1,99.76666667,17.79,42,18.68333333,48.18166667,17,47.59,9.30,764.2666667,89,4,24.5,7.53
