date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,time_of_day_D,time_of_day_N
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,20.39,46.22333333,19.39,47.8,18.35666667,82.59,5.6566666670000005,85.59,17.79,43.4,19.06666667,49.7,16.89,44.9,5.93,735.4666667,87.16666667,6.0,40.0,3.87,21,0,1
2016-01-11 21:20:00,100,30,21.29,45.9,20.53333333,45.09,20.39,46.09,19.39,47.56,18.35666667,70.99,5.53,85.73,17.89,43.79,19.13333333,49.63333333,16.89,44.79,5.87,735.5333333,87.33333333,6.0,40.0,3.83,21,0,1
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.42666667,47.99333333,18.66666667,59.03,5.5,86.6,17.89,43.7,19.23,49.4,16.89,44.7,5.73,735.6666667000002,87.66666667,6.0,40.0,3.77,21,0,1
2016-01-11 21:50:00,100,20,21.5,45.33333333,20.7,44.93333333,20.39,46.06,19.56666667,48.46666667,18.82333333,56.72666667,5.59,86.46666667,17.865,43.57,19.29,49.32666667,16.89,44.7,5.67,735.7333332999998,87.83333333,6.0,40.0,3.73,21,0,1
2016-01-11 22:00:00,110,20,21.5,45.12666667,20.79,44.63333333,20.39,46.0,19.66666667,48.09333333,18.96333333,55.33333333,5.59,86.325,17.79,43.4,19.29,49.16333333,16.82333333,44.59,5.6,735.8,88.0,6.0,40.0,3.7,22,0,1
2016-01-11 22:10:00,400,20,21.53333333,44.96666667,20.79,44.36,20.42666667,45.93333333,19.6,47.5,19.03333333,54.09333333,5.6566666670000005,86.22666667,17.79,43.22333333,19.35666667,49.03,16.82333333,44.53,5.65,735.8833333,87.83333333,6.166666667,40.0,3.72,22,0,1
2016-01-11 22:20:00,400,20,21.6,44.76666667,20.89,44.22333333,20.5,45.93333333,19.69666667,47.62666667,19.1,53.36666667,5.833333333,85.76666667,17.79,43.03,19.39,48.86333333,16.89,44.59,5.7,735.9666667,87.66666667,6.333333333,40.0,3.73,22,0,1
2016-01-11 22:30:00,390,30,21.6,44.56,20.96333333,43.96333333,20.5,45.79,20.09666667,47.56666667,19.15833333,52.4725,5.9,85.03333333,17.79,42.76,19.39,48.86333333,16.89,44.5225,5.75,736.05,87.5,6.5,40.0,3.75,22,0,1
2016-01-11 22:40:00,240,20,21.6,44.36,21.0,43.83333333,20.5,45.73,20.59666667,47.22333333,19.2,51.99,6.0,84.12666667,17.79,42.62666667,19.34,48.95,16.82333333,44.43333333,5.8,736.1333333,87.33333333,6.666666667,40.0,3.77,22,0,1
2016-01-11 23:00:00,60,20,21.6,44.2,21.0,43.59,20.4175,45.545,21.16666667,46.52666667,19.29,51.23,5.966666667,84.79,17.7,42.76,19.35666667,49.43,16.89,44.5,5.9,736.3,87.0,7.0,40.0,3.8,23,0,1
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,20.39,45.66333333,21.03333333,46.4,19.29,51.06,5.9,85.59666667,17.7,43.03,19.39,49.89,16.89,45.06666667,5.8,736.4,87.83333333,6.833333333,37.0,3.85,23,0,1
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.96333333,46.43333333,19.29,50.93333333,5.763333332999999,86.26,17.7,43.16333333,19.39,50.16333333,16.89,45.26,5.7,736.5,88.66666667,6.666666667,34.0,3.9,23,0,1
2016-01-11 23:30:00,70,20,21.5,44.23,20.92666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.86333333,5.623333333,86.59333333,17.7,43.4,19.39,50.46333333,16.89,45.43333333,5.6,736.6,89.5,6.5,31.0,3.95,23,0,1
2016-01-11 23:40:00,60,20,21.5,44.36333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666667,17.7,43.46666667,19.39,50.72333333,16.89,45.56,5.5,736.7,90.33333333,6.333333333,28.0,4.0,23,0,1
2016-01-11 23:50:00,40,20,21.39,44.43333333,20.79,43.79,20.23,45.65666667,20.7,46.79,19.2,50.66333333,5.59,87.89666667,17.7,43.62666667,19.39,50.96333333,16.89,45.62666667,5.4,736.8,91.16666667,6.166666667,25.0,4.05,23,0,1
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53,5.59,88.63333333,17.7,43.76,19.39,51.16333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,0,0,1
2016-01-12 00:10:00,30,20,21.29,44.82666667,20.7,44.0,20.2,45.59,20.56666667,46.93333333,19.2,50.5,5.53,89.02666667,17.7,43.93333333,19.46333333,51.5,16.89,45.79,5.27,737.0,92.0,6.0,25.0,4.07,0,0,1
2016-01-12 00:20:00,40,20,21.29,44.96666667,20.63333333,44.0,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333,5.53,89.4,17.76,44.33333333,19.39,51.56,16.89,45.86333333,5.23,737.1,92.0,6.0,28.0,4.03,0,0,1
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,0,0,1
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29,5.4,89.4,17.79,45.22333333,19.39,52.0,16.89,45.96666667,5.17,737.3,92.0,6.0,34.0,3.97,0,0,1
2016-01-12 01:00:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19.0,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,1,0,1
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19.0,50.03,5.0,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13,737.7666667000002,92.0,5.666666667,40.0,3.93,1,0,1
2016-01-12 01:40:00,40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.17,738.0333333,92.0,5.333333333,40.0,3.97,1,0,1
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.18,738.1666667000002,92.0,5.166666667,40.0,3.98,1,0,1
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.82666667,5.2,738.3,92.0,5.0,40.0,4.0,2,0,1
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46.0,19.2,54.96666667,16.96333333,46.96666667,5.13,738.4,92.0,4.833333333,40.0,3.93,2,0,1
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17.0,47.36333333,5.0,738.6,92.0,4.5,40.0,3.8,2,0,1
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17.0,47.53,4.93,738.7,92.0,4.333333333,40.0,3.73,2,0,1
2016-01-12 03:00:00,30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46.0,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17.0,47.82666667,4.8,738.9,92.0,4.0,40.0,3.6,3,0,1
2016-01-12 03:10:00,20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46.0,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17.0,47.9,4.82,739.0166667000002,92.16666667,4.333333333,40.0,3.63,3,0,1
2016-01-12 03:30:00,40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,3,0,1
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.87,739.3666667,92.66666667,5.333333333,40.0,3.73,3,0,1
2016-01-12 04:10:00,50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.92,739.65,92.66666667,5.833333333,40.0,3.77,4,0,1
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.93,739.7,92.33333333,5.666666667,40.0,3.73,4,0,1
2016-01-12 04:30:00,40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50.0,4.8,94.72666667,17.89,45.7,19.1,54.5,17.03333333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,4,0,1
2016-01-12 04:40:00,40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50.0,4.8,94.49333333,17.89,45.7,19.1,54.4,17.1,49.045,4.97,739.8,91.66666667,5.333333333,40.0,3.67,4,0,1
2016-01-12 04:50:00,60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50.0,4.8,94.22666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98,739.85,91.33333333,5.166666667,40.0,3.63,4,0,1
2016-01-12 05:00:00,50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.12666667,17.89,45.66333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,5,0,1
2016-01-12 05:30:00,40,0,20.0,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9,4.763333333,94.02333333,17.89,45.62666667,19.0,54.0,17.1,49.43333333,4.95,740.1,93.0,4.5,40.0,3.85,5,0,1
2016-01-12 05:40:00,40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9,4.833333333,94.72666667,17.89,45.62666667,19.06666667,54.0,17.1,49.56,4.93,740.1666667000002,93.66666667,4.333333333,40.0,3.93,5,0,1
2016-01-12 05:50:00,40,0,20.0,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9,4.833333333,95.0,17.89,45.59,19.1,53.9,17.1,49.62666667,4.92,740.2333332999998,94.33333333,4.166666667,40.0,4.02,5,0,1
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.42666667,46.7,18.29,50.0,5.09,96.03,17.89,45.96666667,19.0,53.79,17.1,49.96666667,4.97,740.5666667,94.33333333,4.333333333,36.33333333,4.1,6,0,1
2016-01-12 06:30:00,30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667,5.0,95.9,17.89,45.9,19.0,53.76,17.13333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,6,0,1
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.96666667,17.89,45.82666667,19.0,53.7,17.2,50.0,5.03,740.8333332999998,93.66666667,4.666666667,32.66666667,4.1,6,0,1
2016-01-12 06:50:00,30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23,4.966666667,95.93333333,17.89,45.7225,19.0,53.875,17.2,50.0,5.07,740.9666667,93.33333333,4.833333333,30.83333333,4.1,6,0,1
2016-01-12 07:00:00,40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,7,0,1
2016-01-12 07:10:00,50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667,4.933333333,96.09,17.89,45.86333333,19.0,54.06,17.2,50.09,5.1,741.2166667,92.66666667,5.0,30.83333333,4.05,7,0,1
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.72333333,5.1,741.45,92.0,5.0,34.5,3.95,7,0,1
2016-01-12 07:40:00,70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667,5.0,96.09,17.85666667,44.83333333,18.89,52.8,17.2,49.46333333,5.1,741.5666667,91.66666667,5.0,36.33333333,3.9,7,0,1
2016-01-12 08:00:00,140,20,19.79,48.66666667,19.1,45.0,20.2,45.29,19.16666667,45.9,18.1,51.96666667,5.06,96.15666667,17.79,44.32666667,18.79,51.96333333,17.1,48.63333333,5.1,741.8,91.0,5.0,40.0,3.8,8,0,1
2016-01-12 08:10:00,110,30,19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,19.2,45.76,18.1,52.12666667,5.09,96.02666667,17.85666667,44.66,18.79,51.63333333,17.1,48.36,5.05,741.8833333,91.0,5.0,40.0,3.73,8,0,1
2016-01-12 08:20:00,90,10,19.89,50.0,19.02222222,45.04444444,20.15,45.245,19.2,45.62666667,18.03333333,52.2,5.09,95.76,18.0,45.06333333,18.79,51.395,17.1,48.02666667,5.0,741.9666667,91.0,5.0,40.0,3.67,8,0,1
2016-01-12 08:30:00,60,0,19.89,48.73333333,19.1,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4,5.0,95.45666667,18.0,44.45666667,18.7,51.045,17.1,47.76666667,4.95,742.05,91.0,5.0,40.0,3.6,8,0,1
2016-01-12 08:40:00,60,0,19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,19.1,45.4,18.0,52.5,4.7933333330000005,94.79,17.89,43.96,18.7,50.76,17.1,47.46666667,4.9,742.1333333,91.0,5.0,40.0,3.53,8,0,1
2016-01-12 08:50:00,60,0,19.89,47.63333333,19.0,45.09,20.1,45.2,19.1,45.36333333,18.0,52.56,4.466666667,94.19333333,17.89,43.56666667,18.7,50.645,17.03333333,47.26666667,4.85,742.2166667,91.0,5.0,40.0,3.47,8,0,1
2016-01-12 09:00:00,50,0,19.85666667,47.06333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.85666667,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4,9,1,0
2016-01-12 09:10:00,60,0,19.79,46.65666667,19.0,44.96666667,20.1,45.16333333,19.1,45.09,17.92666667,52.79,4.063333333,94.19333333,17.79,42.76666667,18.63333333,50.15666667,17.06666667,46.79,4.88,742.3833333,91.0,5.0,38.16666667,3.48,9,1,0
2016-01-12 09:20:00,50,0,19.79,46.33333333,19.0,44.82666667,20.1,45.09,19.1,44.96666667,17.89,52.76,4.03,94.66666667,17.79,42.43,18.66666667,50.02666667,17.03333333,46.59,4.97,742.4666667,91.0,5.0,36.33333333,3.57,9,1,0
2016-01-12 09:30:00,30,0,19.79,46.06666667,19.0,44.645,20.1,45.16333333,19.03333333,44.76666667,17.89,52.03333333,4.09,95.0,17.79,42.23,18.6,49.82666667,17.03333333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,9,1,0
2016-01-12 09:40:00,40,0,19.76,45.86333333,18.96333333,44.56,20.03333333,44.96333333,19.0,44.66333333,18.0,50.9,4.123333333,95.39666667,17.7,41.96666667,18.6,49.66333333,17.0,46.16333333,5.13,742.6333333,91.0,5.0,32.66666667,3.73,9,1,0
2016-01-12 09:50:00,30,0,19.7,45.79,18.96333333,44.43333333,20.0,44.9,19.06666667,44.59,18.0,50.42666667,4.263333333,95.79666667,17.7,41.82666667,18.6,49.59,17.0,46.03,5.22,742.7166667,91.0,5.0,30.83333333,3.82,9,1,0
2016-01-12 10:00:00,260,0,19.7,45.66333333,18.89,44.29,20.0,44.9,19.1,44.69333333,18.0,49.93,4.4633333330000005,96.26,17.7,41.66333333,18.6,49.46666667,17.0,45.86333333,5.3,742.8,91.0,5.0,29.0,3.9,10,1,0
2016-01-12 10:20:00,450,0,19.73,47.79333333,18.92666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.66333333,5.67,742.9666667,89.33333333,5.0,32.66666667,4.0,10,1,0
2016-01-12 10:30:00,50,10,19.79,48.79333333,19.0,44.36333333,19.89,44.86333333,19.69333333,45.56,18.0,49.56,5.156666667,96.5,17.7,41.4,18.5,49.2,17.0,45.46333333,5.85,743.05,88.5,5.0,34.5,4.05,10,1,0
2016-01-12 10:40:00,60,0,19.89,47.94,19.03333333,44.56666667,19.96333333,44.86333333,20.0,45.13333333,18.03333333,49.62666667,5.333333333,96.56,17.7,41.32666667,18.5,49.09,17.03333333,45.29,6.03,743.1333333,87.66666667,5.0,36.33333333,4.1,10,1,0
2016-01-12 11:00:00,50,0,19.89,46.76666667,19.03333333,44.5,20.0,44.79,20.13333333,44.7,18.03333333,49.32666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.3,86.0,5.0,40.0,4.2,11,1,0
2016-01-12 11:10:00,50,0,20.0,46.29666667,19.1,44.5,20.0,44.79,20.2,44.62666667,18.1,49.32666667,5.796666667,96.19,17.73,41.02666667,18.5,48.93333333,17.1,45.29,6.5,743.3333332999998,85.16666667,5.333333333,38.0,4.17,11,1,0
2016-01-12 11:20:00,50,0,20.0,45.96333333,19.1,44.46666667,19.92666667,44.79,20.2,44.59,18.1,49.26,5.833333333,95.02333333,17.79,40.9,18.42666667,48.59,17.1,45.23,6.6,743.3666667,84.33333333,5.666666667,36.0,4.13,11,1,0
2016-01-12 11:30:00,60,0,20.0,46.22333333,19.1,44.4,19.945,44.79,20.13333333,44.46333333,18.1,49.12666667,5.966666667,94.56333333,17.79,40.7,18.5,48.46333333,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1,11,1,0
2016-01-12 11:40:00,60,0,20.0,45.96333333,19.1,44.29,19.89,44.76,20.1,44.16333333,18.1,49.09,6.245,93.745,17.85666667,40.62666667,18.5,48.19,17.1,45.12666667,6.8,743.4333333,82.66666667,6.333333333,32.0,4.07,11,1,0
2016-01-12 11:50:00,60,0,20.0,45.72333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.433333332999999,91.23,17.82333333,40.46666667,18.5,47.96666667,17.1,45.2,6.9,743.4666667,81.83333333,6.666666667,30.0,4.03,11,1,0
2016-01-12 12:00:00,60,0,20.0,45.66333333,19.2,44.2,19.96333333,44.7,20.03333333,43.9,18.1,48.93333333,6.5,88.89666667,17.89,40.32666667,18.56666667,47.82666667,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0,12,1,0
2016-01-12 12:10:00,190,0,20.03333333,45.5,19.2,44.12666667,19.96333333,44.7,20.03333333,43.69333333,18.06666667,49.0,6.59,85.46333333,17.9175,40.24,18.56666667,47.59,17.1,45.06,7.08,743.5,80.66666667,7.0,30.0,4.02,12,1,0
2016-01-12 12:20:00,220,0,20.1,45.69333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.6566666670000005,84.39666667,17.92666667,40.03,18.55,47.545,17.1,45.0,7.17,743.5,80.33333333,7.0,32.0,4.03,12,1,0
2016-01-12 12:40:00,390,0,20.1,45.32666667,19.2,43.856,19.96333333,44.79,20.0,43.96666667,17.89,50.22333333,7.126666667,82.89333333,18.0,39.7,18.6,47.2,17.1,44.79,7.33,743.5,79.66666667,7.0,36.0,4.07,12,1,0
2016-01-12 12:50:00,90,0,20.1,45.32666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.433333332999999,82.33333333,18.0,39.66333333,18.5,47.2,17.1,44.7,7.42,743.5,79.33333333,7.0,38.0,4.08,12,1,0
2016-01-12 13:10:00,290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.85666667,44.16,17.85666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.16666667,44.56,7.42,743.5,79.33333333,7.166666667,40.0,4.07,13,1,0
2016-01-12 13:20:00,130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.85666667,44.02666667,17.85666667,50.86333333,7.466666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.33,743.5,79.66666667,7.333333333,40.0,4.03,13,1,0
2016-01-12 13:40:00,240,0,20.0,44.96333333,19.1,43.59555556,19.89,44.82666667,19.73,43.53,17.79,51.0,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.32666667,7.17,743.5,80.33333333,7.666666667,40.0,3.97,13,1,0
2016-01-12 13:50:00,50,0,20.0,44.76,19.1,43.48888889,19.89,44.9,19.7,43.5,17.79,51.0,7.623333333,78.73,17.945,39.565,18.5,47.13714286,17.1,44.29,7.08,743.5,80.66666667,7.833333333,40.0,3.93,13,1,0
2016-01-12 14:00:00,60,0,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.19666667,18.07777778,39.47666667,18.5,47.01133333,17.1,44.23,7.0,743.5,81.0,8.0,40.0,3.9,14,1,0
2016-01-12 14:10:00,60,0,20.0,44.43333333,19.1,43.334,19.89,44.9,19.7,43.46666667,17.79,51.0,7.56,76.32333333,18.18333333,39.275,18.5,46.91666667,17.1,44.2,6.98,743.55,80.16666667,7.5,40.0,3.73,14,1,0
2016-01-12 14:30:00,370,0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.12666667,6.95,743.65,78.5,6.5,40.0,3.4,14,1,0
2016-01-12 14:50:00,70,0,20.0,44.06,19.0,43.2,19.89,44.9,19.56666667,43.06,17.7,51.0,6.966666667,78.82666667,18.0,39.0,18.42666667,46.93333333,17.1,43.93333333,6.92,743.75,76.83333333,5.5,40.0,3.07,14,1,0
2016-01-12 15:10:00,40,0,20.0,44.03,19.0,43.09,19.89,44.9,19.46333333,43.06,17.7,51.0,6.833333333,78.75666667,17.89,39.0,18.39,47.0,17.1,43.79,6.8,743.8166667,77.0,4.833333333,40.0,3.0,15,1,0
